Date,OPEN_INT,PX_VOLUME
41061,307445,294565
41060,209068,336838
41059,292940,266147
41058,325786,264851
41057,356175,281334
41054,377910,261248
41053,384910,444236
41052,409517,365923
41051,419485,316325
41050,408454,252784
41047,415237,407545
41046,429621,295793
41045,417550,351382
41044,411729,288223
41043,421299,201597
41040,410226,370057
41039,402414,340007
41038,398312,351832
41037,404890,394126
41036,369991,419009
41033,377770,341893
41032,370286,250601
41031,367736,212143
41029,371371,219288
41027,362096,21001
41026,363275,286969
41025,151520,287526
41024,210933,434009
41023,266637,330320
41022,340167,320815
41019,363005,341060
41018,383206,230124
41017,368293,230614
41016,355243,489144
41015,340536,251396
41012,344433,393776
41011,342713,283860
41010,341107,375738
41009,341418,257195
41008,349678,258043
41003,357636,224727
41002,378111,246240
41001,380083,300092
40998,408773,405326
40997,332440,448939
40996,353213,398323
40995,380116,573096
40994,431278,447398
40991,455568,463368
40990,488732,523888
40989,505830,392165
40988,517841,350373
40987,535646,361144
40984,549002,680488
40983,527779,384522
40982,515415,300704
40981,501690,268373
40980,499606,321651
40977,505473,320492
40975,498056,417591
40974,516238,676885
40973,498552,291518
40971,502909,15970
40970,502414,317808
40969,511616,347663
40968,520766,393197
40967,509927,340186
40966,496549,413885
40963,507784,374376
40962,245021,439930
40961,316844,462957
40960,328490,392545
40956,444232,366610
40955,478404,291926
40954,499712,350865
40953,485253,241590
40952,494760,279196
40949,505027,424467
40948,524800,322410
40947,513193,392016
40946,505256,346422
40945,484895,335710
40942,450502,293530
40941,437974,376463
40940,436149,314945
40939,447425,336757
40938,431350,307899
40935,469071,249035
40933,178172,300729
40932,257898,403605
40931,315976,217354
40928,355579,361765
40927,399901,290059
40926,421509,289545
40925,449499,315725
40924,425146,267867
40921,431759,372229
40920,428846,387900
40919,428120,266376
40918,427853,392413
40917,399080,321543
40915,408268,29134
40914,408254,450646
40913,424453,271152
40912,414287,353400
40911,416235,362152
40910,400750,277565
40907,396392,290133
40906,195235,363613
40905,216688,350280
40904,259273,296229
40903,304058,275067
40900,326951,339879
40899,327943,465875
40898,344695,504015
40897,388618,461427
40896,403551,495861
40893,429709,678327
40892,410951,514453
40891,410806,524717
40890,399421,520075
40889,414180,509940
40886,395632,572017
40885,433714,548931
40884,460109,436794
40882,451287,340941
40879,439736,439177
40878,434900,430998
40877,434888,567191
40876,443146,505120
40875,426652,362243
40872,438346,445860
40871,246836,563330
40870,353777,652265
40869,408666,508103
40868,454830,481123
40865,472990,524673
40864,501066,525790
40863,501320,554269
40862,527698,403513
40861,540173,290492
40858,534168,387553
40856,551384,378366
40855,547721,277920
40851,536330,326318
40850,544721,410988
40849,552639,386323
40848,549316,337615
40847,561132,267544
40844,555938,361703
40842,535919,82639
40841,134747,472565
40840,191872,364775
40837,265446,423560
40836,329791,452946
40835,365204,376931
40834,389142,373657
40833,423332,331772
40830,414114,399484
40829,417524,430016
40828,439214,518317
40827,419270,369270
40826,416770,377173
40823,413375,435909
40821,403063,475995
40820,412153,554298
40819,391550,411075
40816,392804,480140
40815,257056,438756
40814,310484,455062
40813,341694,471469
40812,432270,622159
40809,474084,668090
40808,480455,633458
40807,435416,355642
40806,458239,458419
40805,475773,338976
40802,479318,551241
40801,488271,590360
40800,515641,586783
40799,536229,571271
40798,534714,504985
40795,515990,467401
40794,523891,396078
40793,531402,383699
40792,531360,560849
40791,516270,410199
40788,487512,429770
40785,457230,515564
40784,464110,434993
40781,484578,517152
40780,182371,494730
40779,267150,512734
40778,320515,496740
40777,409249,475041
40774,443808,614297
40773,462025,503799
40772,447582,517256
40771,470974,384714
40767,473570,437379
40766,453700,424171
40765,452623,524940
40764,473889,858998
40763,474529,645442
40760,463759,693912
40759,472636,421981
40758,459084,354758
40757,418761,310405
40756,402677,268346
40753,390883,339316
40752,154211,399875
40751,261498,336299
40750,309268,594719
40749,364542,350589
40746,391913,368535
40745,412840,264666
40744,431703,362723
40743,419919,332040
40742,423647,210185
40739,433764,337379
40738,431508,519443
40737,441133,303815
40736,454195,505438
40735,453393,252281
40732,449044,313504
40731,451961,355461
40730,433488,217394
40729,431454,207893
40728,436588,198770
40725,416970,256486
40724,213004,338323
40723,285104,304492
40722,328042,359858
40721,390918,385269
40718,437826,563261
40717,485759,302811
40716,497993,288285
40715,482561,347465
40714,504581,587099
40711,486640,266497
40710,482254,399425
40709,468016,279727
40708,460215,254909
40707,467136,295110
40704,474064,348490
40703,486717,280078
40702,496431,247731
40701,499904,219282
40700,487078,247044
40697,495948,331902
40696,486188,236693
40695,477437,278677
40694,454255,359522
40693,440856,192563
40690,429936,275334
40689,287946,399944
40688,348233,394764
40687,415757,374494
40686,475771,359103
40683,491093,402198
40682,508941,237264
40681,519749,329424
40680,522915,378444
40679,519287,310340
40676,495077,576044
40675,532929,385004
40674,492228,236389
40673,503327,375340
40672,505849,326404
40669,513646,454990
40668,554914,438013
40667,533747,442230
40666,530937,534463
40665,491325,301796
40662,472595,357144
40661,206209,355614
40660,267155,383303
40659,287598,606583
40658,426304,248680
40654,456174,336005
40653,463836,434191
40652,486303,382055
40651,496047,596913
40648,508974,422266
40646,520793,497305
40644,486635,322435
40641,508954,384371
40640,534776,246737
40639,538166,387722
40638,538107,396586
40637,540092,342338
40634,493604,323532
40633,217818,512575
40632,288869,337491
40631,337072,423358
40630,360899,474150
40627,370155,530102
40626,367198,302179
40625,414866,402404
40624,438135,365611
40623,443938,437682
40620,467888,542511
40619,451153,501322
40618,446682,399849
40617,463239,816597
40616,440447,437433
40613,447458,543125
40612,449129,372416
40611,438521,495646
40610,420268,414679
40609,416201,552512
40606,454100,460018
40605,435923,639916
40603,436081,602892
40602,452379,964333
40599,431828,551469
40598,253784,690296
40597,301588,494484
40596,409677,637286
40595,468340,496119
40592,498479,634023
40591,519935,370956
40590,514008,347916
40589,511053,508123
40588,513184,529377
40585,522872,608254
40584,512983,619926
40583,513958,665458
40582,506179,469506
40581,490250,418123
40578,495566,668227
40577,437745,461163
40576,441188,511387
40575,445931,594033
40574,409105,563102
40571,408545,540099
40570,199620,456094
40568,295513,510233
40567,367595,371760
40564,429087,368416
40563,416395,522235
40562,434699,418767
40561,430244,411140
40560,453200,447410
40557,453649,871214
40556,424484,590392
40555,402331,772835
40554,392145,701172
40553,408608,666713
40550,408677,586703
40549,398003,342008
40548,395293,360058
40547,400429,341655
40546,393299,190064
40543,388438,208356
40542,250086,297989
40541,317109,271544
40540,375100,222079
40539,402053,256930
40536,427196,282372
40535,448485,222322
40534,475466,323005
40533,496785,285126
40532,488736,390828
40528,471761,476540
40527,487289,428173
40526,501407,331225
40525,499213,535085
40522,499752,542054
40521,536716,579067
40520,529414,459319
40519,531334,384438
40518,551278,368600
40515,546745,345542
40514,549024,348504
40513,532684,392183
40512,516558,588793
40511,504556,362531
40508,498461,760738
40507,176840,588383
40506,239421,594367
40505,297770,849137
40504,397700,531769
40501,467257,645885
40500,477544,764114
40498,498570,623480
40497,498884,453552
40494,487633,766633
40493,488562,418064
40492,516181,271348
40491,501219,411820
40490,506818,261439
40487,508528,82527
40486,502519,413326
40485,497114,303851
40484,500732,309660
40483,503888,363229
40480,486991,557597
40479,227865,655758
40478,324479,579259
40477,418280,426124
40476,443262,483759
40473,485261,456891
40472,517902,526339
40471,536333,493208
40470,528408,598509
40469,551183,567421
40466,536575,490301
40465,530117,528848
40464,574976,555517
40463,521240,395613
40462,521419,251298
40459,529421,419033
40458,529090,430502
40457,541184,333243
40456,561608,335093
40455,557893,433561
40452,549710,468668
40451,231010,469744
40450,316234,448100
40449,425263,461559
40448,507499,394682
40445,619234,432288
40444,658334,393318
40443,692639,605342
40442,736777,541334
40441,783917,501246
40438,776044,387657
40437,787128,598133
40436,775383,520110
40435,748430,598216
40434,777075,503772
40430,764294,326580
40429,741761,389275
40428,740099,330509
40427,712853,414434
40424,695231,242699
40423,677528,367885
40422,656310,415890
40421,645614,528003
40420,646344,435879
40417,643029,447144
40416,201562,333199
40415,330949,444062
40414,481280,467640
40413,591631,271901
40410,644691,267027
40409,651080,369020
40408,662819,380354
40407,667133,252157
40406,671576,405154
40403,670592,346260
40402,668246,453504
40401,668220,373621
40400,650877,306772
40399,641257,228447
40396,619184,239607
40395,630550,244968
40394,624582,311904
40393,604614,230432
40392,577889,298795
40389,554573,369309
40388,169523,321850
40387,276669,400514
40386,401162,411345
40385,517184,311580
40382,607978,358075
40381,634695,423348
40380,660324,364503
40379,662695,299433
40378,659604,335694
40375,659868,255051
40374,643525,347197
40373,644303,333872
40372,644660,380758
40371,639668,374807
40368,627602,319717
40367,611748,374874
40366,655030,402705
40365,651156,338163
40364,661657,216243
40361,646773,418802
40360,658492,530388
40359,641565,523267
40358,608709,558870
40357,600960,344723
40354,588620,517993
40353,255372,499023
40352,380076,440394
40351,454776,507148
40350,483990,464776
40347,549465,425665
40346,587012,491541
40345,606708,401936
40344,599521,475538
40343,609874,491756
40340,605158,453549
40339,617690,564455
40338,615391,668547
40337,616603,595355
40336,581242,499094
40333,559018,358939
40332,564466,470355
40331,569878,593696
40330,566001,570536
40329,523208,401688
40326,518491,462671
40325,269065,518450
40324,376154,565020
40323,473901,756937
40322,556354,594739
40319,593480,699381
40318,571920,638039
40317,583393,833075
40316,573157,554497
40315,590568,699881
40312,562763,558631
40311,534398,421952
40310,549847,581001
40309,535581,511768
40308,540257,582056
40305,592098,687120
40304,585962,614194
40303,565702,559356
40302,557387,438024
40301,527594,262527
40298,508523,309114
40297,158183,362281
40296,256728,559203
40295,351042,363997
40294,447420,275312
40291,497014,453873
40290,519624,820596
40289,539304,300802
40288,530306,458626
40287,513351,600760
40284,511528,407371
40283,513960,403840
40281,521942,283767
40280,517083,345907
40277,499194,376547
40276,497761,465534
40275,504887,313906
40274,500316,237614
40273,508285,294826
40269,475378,269589
40268,466774,436749
40267,468069,354455
40266,478063,324657
40263,462118,319179
40262,238804,425382
40260,320045,506229
40259,367700,501880
40256,441161,307568
40255,447026,329532
40254,447166,457861
40253,472623,412668
40252,489573,303792
40249,503110,322966
40248,505904,374432
40247,524035,352466
40246,520762,272796
40245,517832,321358
40242,506743,381255
40241,497118,385222
40240,501379,390261
40239,458590,418218
40235,452765,867170
40234,204981,457079
40233,297201,469390
40232,414041,447683
40231,454548,448882
40228,495248,598623
40227,529980,393585
40226,545793,519822
40225,573317,418996
40224,578561,395869
40220,570743,539595
40219,597474,683590
40218,584604,541224
40217,625311,726065
40215,626996,83641
40214,627526,709784
40213,613361,541234
40212,598499,652948
40211,644325,649259
40210,597930,469019
40207,598466,801539
40206,176523,750753
40205,317808,873389
40203,433832,517500
40200,499976,875232
40199,505568,766028
40198,477089,366961
40197,480762,358642
40196,485520,321656
40193,495909,227625
40192,492100,283045
40191,498219,439178
40190,498525,444487
40189,501216,250924
40186,483112,277090
40185,487828,325130
40184,489985,295156
40183,481288,339132
40182,460283,237231
40178,193420,400849
40177,250783,355174
40176,297961,341840
40171,377961,439519
40170,412047,693632
40169,453342,328718
40168,478251,408898
40165,490295,497402
40164,484808,521944
40163,506186,550623
40162,538719,491061
40161,541954,529645
40158,542154,568220
40157,547710,470264
40156,561276,495401
40155,562132,579700
40154,538257,468101
40151,542923,577449
40150,542577,474125
40149,525448,385830
40148,527530,412304
40147,505994,591358
40144,522259,852768
40143,204332,559779
40142,254157,398800
40141,301538,545324
40140,403961,426935
40137,448649,642993
40136,477618,510500
40135,506893,400152
40134,517691,465501
40133,555720,353288
40130,554386,540832
40129,534967,643500
40128,538808,605133
40127,524841,591420
40126,554465,524158
40123,538546,593717
40122,551185,897640
40121,533889,592870
40120,580832,692583
40116,541102,686541
40115,170747,498357
40114,231154,592744
40113,313503,741705
40112,378993,487578
40109,402619,479576
40108,440439,580995
40107,459985,416343
40106,461727,495169
40103,481901,78586
40102,485762,299928
40101,496076,470849
40100,505706,383091
40098,507464,591771
40095,510552,504188
40094,495427,546343
40093,494956,634054
40092,478394,769374
40091,480866,424378
40087,496091,412846
40086,485777,372730
40085,490997,353715
40081,495223,509404
40080,212303,501074
40079,303867,513498
40078,419735,436742
40074,507814,371604
40073,556769,520228
40072,596242,393058
40071,599167,466398
40070,596019,417512
40067,598962,518048
40066,602960,613121
40065,575058,402373
40064,571885,518232
40063,569918,416724
40060,555924,631912
40059,562740,572532
40058,550740,651950
40057,554834,774297
40056,509166,624998
40053,486963,583771
40052,145443,398722
40051,198453,459624
40050,252522,614290
40049,328459,533730
40046,388076,696413
40045,430932,526107
40044,470251,851781
40043,459784,730082
40042,478618,648751
40039,438230,592361
40038,455367,576887
40037,480694,753284
40036,470240,718342
40035,482735,735340
40032,464889,689456
40031,450803,806679
40030,465362,688904
40029,447331,624012
40028,483739,458237
40025,471955,578642
40024,206642,440917
40023,253543,866626
40022,346953,506099
40021,400359,346040
40018,408078,546435
40017,414857,652571
40016,399265,836795
40015,411793,566485
40014,417458,571885
40011,428125,678115
40010,431687,697242
40009,439743,519917
40008,446357,577705
40007,444606,548086
40004,450048,632607
40003,433154,571847
40002,449922,754950
40001,440681,677879
40000,452227,1025176
39997,440069,515444
39996,445245,644948
39995,446687,703788
39994,440286,639199
39993,426835,484528
39990,433364,565662
39989,350405,529343
39988,419858,541156
39987,493047,684213
39986,547923,596669
39983,594216,699481
39982,639039,721675
39981,617027,665483
39980,614276,535381
39979,591191,587103
39976,598062,661098
39975,602805,511564
39974,617694,577590
39973,603592,613094
39972,606513,618395
39969,593328,561981
39968,582099,560456
39967,561348,525385
39966,571208,529915
39965,580180,454242
39962,570525,510729
39961,316820,494802
39960,378939,549306
39959,439775,649308
39958,505019,516098
39955,604514,600838
39954,670291,634985
39953,727824,678529
39952,750823,1251159
39951,740218,60995
39948,731735,534422
39947,740606,691857
39946,732896,868094
39945,772647,744273
39944,760002,615150
39941,758141,770298
39940,762018,647390
39939,812382,742466
39938,759401,666812
39937,754204,557920
39932,256281,627471
39931,355408,792621
39930,473014,806465
39927,536419,718311
39926,612970,801420
39925,654986,932159
39924,716277,980937
39923,758981,827793
39920,818863,1042295
39919,847846,985685
39918,884082,831711
39916,843154,590431
39912,840055,871905
39911,818535,903640
39909,763459,586819
39905,771642,691986
39904,742282,817721
39903,734696,780185
39902,704477,864262
39899,744920,858064
39898,322514,713089
39897,333584,905875
39896,362938,927200
39895,433466,704842
39892,486990,564173
39891,517831,698430
39890,559723,768415
39889,574549,805195
39888,592477,692566
39885,573526,725316
39884,606725,846812
39881,629602,637835
39878,618653,857878
39877,646529,842741
39876,620484,769793
39875,657401,798885
39874,622294,625476
39871,592138,793016
39870,171580,453290
39869,262796,463877
39868,327439,710692
39864,415570,697374
39863,466719,437107
39862,495537,667736
39861,547178,573987
39860,587742,754588
39857,637096,490895
39856,618437,585243
39855,635756,601140
39854,619356,696285
39853,619917,677692
39850,578742,577694
39849,560277,615612
39848,586194,633563
39847,580837,846158
39846,592884,670374
39843,621081,662570
39842,289711,481587
39841,333500,474038
39840,421289,645653
39836,505156,569401
39835,567426,655429
39834,598942,773806
39833,642592,638188
39832,640611,458972
39829,650004,610375
39828,658005,805537
39827,641187,750997
39826,650998,771394
39825,650854,951088
39822,621842,909686
39820,607487,1098787
39819,633234,694299
39818,638823,593926
39815,619269,583678
39814,626057,387197
39813,613192,573974
39812,625154,687677
39811,635833,673597
39808,620539,439922
39806,314426,456381
39805,427965,692881
39804,550853,685673
39801,610118,795390
39800,675166,917820
39799,740351,893770
39798,772078,679609
39797,767498,669323
39794,771579,866546
39793,764197,765924
39792,763625,868132
39790,708180,824410
39787,631010,797716
39786,653573,742881
39785,612346,797595
39784,618099,825021
39783,634271,786749
39780,306277,546338
39778,394117,829766
39777,477229,762803
39776,537131,943443
39773,614513,1058723
39772,628030,812410
39771,623310,894730
39770,620292,976183
39769,634802,918850
39766,634580,895763
39764,630912,1138428
39763,656014,844386
39762,656611,560313
39759,629313,777656
39758,602023,965093
39757,622769,819423
39756,614187,655840
39755,586662,715609
39752,573594,926666
39750,366711,685840
39749,426381,206216
39748,404156,1053915
39745,466835,1050629
39744,506786,1016766
39743,563025,825560
39742,641490,854521
39741,663483,945841
39738,658010,801969
39737,654216,995304
39736,662664,718790
39735,664427,732407
39734,627985,697746
39731,638652,959450
39729,629801,1139963
39728,626700,1060078
39727,617124,749259
39724,597785,651043
39722,560859,669194
39721,559243,877491
39720,573171,880542
39717,534276,639436
39716,327084,571171
39715,415760,645360
39714,481729,753647
39713,562457,645109
39710,634817,907732
39709,615004,1080492
39708,653544,830750
39707,646047,781941
39706,668763,842072
39703,697048,778677
39702,676057,615995
39701,675308,683849
39700,631014,557868
39699,625502,541784
39696,624911,588046
39695,609942,635073
39693,621024,812602
39692,605039,539640
39689,610076,625862
39688,198350,465815
39687,326467,433199
39686,428042,496371
39685,518388,449080
39682,600875,514800
39681,640132,634991
39680,653987,430632
39679,661396,510276
39678,648152,478471
39674,640564,634043
39673,648866,578390
39672,666356,728335
39671,674989,490218
39668,645660,650665
39667,631223,678486
39666,609915,748187
39665,594967,690770
39664,583992,572496
39661,580915,604729
39660,294032,433575
39659,376742,477560
39658,429692,714568
39657,516131,513274
39654,606646,651685
39653,620339,707961
39652,647027,812466
39651,659277,743118
39650,676503,651731
39647,685884,828213
39646,685391,798261
39645,753721,752085
39644,769284,727597
39643,739972,674470
39640,775814,907508
39639,785082,548406
39638,817136,824462
39637,839047,715618
39636,810889,653973
39633,804434,776072
39632,785706,992066
39631,763086,1007389
39630,803315,796234
39629,797177,587996
39626,784348,785526
39625,333195,646463
39624,348937,855531
39623,493382,775882
39622,595342,849560
39619,729331,762867
39618,737800,532207
39617,765863,590645
39616,778792,528793
39615,782089,547813
39612,823186,594937
39611,808572,769661
39610,802580,637802
39609,788475,838380
39608,766259,841316
39605,754625,602739
39604,734444,763915
39603,764063,716590
39602,747669,553800
39601,709362,500223
39598,670303,500235
39597,334202,375097
39596,396982,515722
39595,478946,441012
39594,514084,454456
39591,525174,466771
39590,520214,555170
39589,548176,409124
39588,572045,394706
39584,584303,437782
39583,595807,462523
39582,629305,429322
39581,655869,502323
39580,632618,534998
39577,642223,429394
39576,629746,338593
39575,625990,396844
39574,622771,372378
39573,609362,345198
39570,604361,389549
39568,606953,322546
39567,599010,480747
39566,572572,278471
39563,558922,435927
39562,224770,257090
39561,270661,373877
39560,303030,433837
39559,398636,331321
39555,422498,482012
39554,479528,464817
39553,529984,675793
39549,574287,708028
39548,616949,514839
39547,638584,502299
39546,632008,542910
39545,619390,542275
39542,649822,595710
39541,628410,569686
39540,638226,643107
39539,727621,705634
39538,626043,904735
39535,617350,920830
39534,337064,534987
39533,372694,654893
39532,453755,895635
39531,571738,661082
39526,623407,771790
39525,680361,854972
39524,768047,742713
39521,790198,700354
39520,835889,792212
39519,801759,725462
39518,840425,597557
39517,879539,768401
39514,884963,703509
39512,857309,559652
39511,879248,705917
39510,888001,623924
39507,829610,830239
39506,245945,422266
39505,279823,611399
39504,402189,569967
39503,558295,571779
39500,638292,457708
39499,670497,580196
39498,721272,615213
39497,720818,418390
39496,740583,410183
39493,743095,566734
39492,748688,511436
39491,784718,621418
39490,823310,597104
39489,823227,680449
39486,801076,603180
39485,796263,537554
39484,765192,618482
39483,698965,361227
39482,696487,595963
39479,723321,567268
39478,252072,498267
39477,276997,486510
39476,342159,545831
39475,424720,467514
39472,454634,467257
39471,526206,557812
39470,549120,543443
39469,619439,711246
39468,768345,1083132
39465,795212,845881
39464,773066,679887
39463,807196,913007
39462,769778,651930
39461,720696,410421
39458,706661,688398
39457,739040,657649
39456,756379,547614
39455,750035,601439
39454,747341,447270
39451,710414,363006
39450,692169,470404
39449,664572,630123
39448,670203,329484
